Time (s),Injector Temp (C),NOX Pressure (PSI),Ox Tank Load Cell (kg),Thrust Load Cell (lbf),Chamber Pressure (PSI),Light Sensor (V),Nitrous Bottle (PSI),Comment
1640.899,22.071452,621.090537,-7.307951,1161.570516,594.589457,2.623181,513.35271,
1640.9,21.805665,619.087665,-7.307951,1160.882042,616.94728,2.64451,510.192441,Testing
1640.901,22.603027,621.780051,-7.340771,1162.25899,621.049635,2.64976,507.565725,
1640.902,22.33724,622.863572,-7.329831,1162.160637,609.111783,2.624493,511.916224,
1640.903,22.381538,621.254707,-7.307951,1163.144172,585.318148,2.614649,510.069314,
1640.904,21.008303,622.206893,-7.307951,1165.89807,543.022986,2.597258,509.043253,
1640.905,22.071452,619.087665,-7.307951,1162.849111,545.771554,2.609071,512.942285,
1640.906,20.742516,622.206893,-7.307951,1167.471726,536.377198,2.610055,510.602866,
1640.907,21.849963,620.20402,-7.318891,1169.045382,514.839938,2.612024,510.931205,
1640.908,21.49558,619.416004,-7.340771,1170.815745,518.614085,2.599883,508.509701,
1640.909,21.938559,622.108391,-7.329831,1173.569643,492.400188,2.596602,513.51688,
1640.91,21.052601,620.992035,-7.307951,1174.356471,499.620288,2.574945,510.972248,
1640.911,22.470133,620.598028,-7.329831,1176.520248,490.472094,2.599883,512.942285,
1640.912,22.071452,622.76507,-7.275131,1177.995551,489.897768,2.612024,509.248465,
1640.913,21.894261,621.747217,-7.307951,1179.07744,486.944092,2.608087,517.826338,
1640.914,21.761367,618.923495,-7.307951,1178.880733,499.251078,2.58643,511.5058,
1640.915,22.292942,623.487418,-7.297011,1177.503783,548.150911,2.61104,511.095375,
1640.916,22.558729,617.019124,-7.307951,1178.979086,559.555419,2.622524,514.707111,
1640.917,21.229793,619.87568,-7.318891,1181.929692,608.332336,2.627447,511.875182,
1640.918,21.628474,621.123371,-7.307951,1178.487318,571.534263,2.634009,508.879083,
1640.919,20.964005,621.977055,-7.307951,1178.979086,600.948101,2.632369,510.233484,
1640.92,21.894261,619.645842,-7.340771,1177.110369,595.368904,2.620228,506.826961,
1640.921,22.248644,621.024869,-7.275131,1176.716955,620.721447,2.63204,511.423715,
1640.922,21.229793,617.544468,-7.307951,1172.979522,649.684105,2.634665,515.240663,
1640.923,22.514431,618.595155,-7.286071,1174.553178,624.987898,2.657963,510.069314,
1640.924,23.001708,621.484545,-7.307951,1173.176229,602.999277,2.646806,513.393752,
1640.925,21.27409,618.890661,-7.329831,1172.979522,565.011536,2.665838,510.397653,
1640.926,20.742516,621.254707,-7.329831,1173.077875,575.390468,2.664198,511.998309,
1640.927,22.160048,619.021997,-7.318891,1171.79928,537.6079,2.662885,508.140319,
1640.928,21.938559,619.908514,-7.307951,1174.553178,497.03582,2.657307,509.946186,
1640.929,21.717069,615.771433,-7.297011,1175.635067,503.681595,2.664198,507.237385,
1640.93,21.362686,616.953456,-7.307951,1177.012016,488.215814,2.634009,510.808078,
1640.931,22.071452,614.950584,-7.297011,1175.143299,501.38429,2.628431,513.393752,
1640.932,21.362686,615.246089,-7.307951,1174.159764,479.682974,2.63565,511.875182,
1640.933,22.11575,619.153332,-7.340771,1179.470854,470.083533,2.625478,517.744253,
1640.934,22.691623,614.786414,-7.318891,1179.07744,456.258705,2.582492,514.378771,
1640.935,21.672771,619.810012,-7.307951,1178.487318,471.19116,2.586102,513.557922,
1640.936,22.027155,619.054831,-7.329831,1180.356035,474.103811,2.571992,513.927304,
1640.937,20.964005,617.117626,-7.307951,1181.831338,501.63043,2.559194,512.572903,
1640.938,22.691623,619.251834,-7.297011,1181.241217,494.533399,2.540819,507.401555,
1640.939,20.698218,616.231109,-7.297011,1186.158893,547.740677,2.537209,512.983328,
1640.94,22.647325,615.869935,-7.253251,1182.421459,560.334865,2.575601,512.901243,
1640.941,20.786814,616.592282,-7.318891,1182.421459,612.844925,2.597586,508.755955,
1640.942,22.33724,618.759325,-7.318891,1180.847803,593.645917,2.604805,511.628927,
1640.943,23.311793,617.445966,-7.307951,1182.519813,614.157678,2.61104,514.296686,
1640.944,22.735921,614.162568,-7.340771,1182.913227,616.701138,2.665182,513.18854,
1640.945,21.894261,617.051958,-7.340771,1183.995116,609.645089,2.675682,513.51688,
1640.946,23.223197,619.38317,-7.318891,1183.995116,593.810011,2.699308,510.643908,
1640.947,22.425835,613.670059,-7.329831,1183.896762,556.355593,2.683886,507.073215,
1640.948,23.311793,620.466692,-7.307951,1188.322671,557.873459,2.69012,510.808078,
1640.949,21.805665,616.559448,-7.329831,1187.142429,544.458805,2.681261,513.106455,
1640.95,21.584176,615.147588,-7.307951,1189.502913,512.214445,2.663869,513.598965,
1640.951,22.470133,615.541595,-7.318891,1189.306206,481.77516,2.643853,510.890163,
1640.952,22.160048,619.645842,-7.307951,1191.666691,486.16465,2.624821,507.976149,
1640.953,21.451282,615.935603,-7.329831,1189.797974,486.16465,2.612024,511.218502,
1640.954,20.476729,616.625116,-7.329831,1191.07657,495.887168,2.588398,509.248465,
1640.955,21.982857,621.550213,-7.318891,1192.45352,479.108648,2.576257,512.860201,
1640.956,22.735921,614.58941,-7.351711,1195.699187,476.688276,2.571664,513.598965,
1640.957,22.647325,615.114754,-7.307951,1192.45352,469.91944,2.553288,508.427616,
1640.958,21.229793,619.744344,-7.307951,1191.666691,482.267439,2.557882,513.311668,
1640.959,22.160048,615.804267,-7.318891,1192.45352,535.515707,2.574289,512.942285,
1640.96,21.539878,617.872807,-7.318891,1191.961752,521.239579,2.58118,509.658889,
1640.961,22.425835,615.016252,-7.318891,1189.207853,575.226374,2.620228,512.367691,
1640.962,21.849963,616.854954,-7.329831,1188.617732,591.594742,2.649103,512.244564,
1640.963,22.780219,618.201147,-7.318891,1185.863833,615.019173,2.662885,514.748154,
1640.964,20.742516,618.299649,-7.307951,1184.781944,584.620749,2.648119,515.281705,
1640.965,22.071452,616.920622,-7.351711,1186.945722,601.973689,2.687167,507.196343,
1640.966,22.647325,617.413132,-7.307951,1184.585237,569.318997,2.659604,512.449776,
1640.967,21.849963,616.231109,-7.318891,1182.71652,568.703645,2.685526,515.158578,
1640.968,22.735921,619.219,-7.307951,1182.323106,595.697092,2.686511,510.972248,
1640.969,22.95741,617.445966,-7.307951,1180.847803,568.211364,2.670104,510.069314,
1640.97,23.444687,618.496653,-7.43923,1181.437924,531.577464,2.648119,517.86738,
1640.971,22.11575,614.687912,-7.41735,1179.569207,531.536441,2.614321,511.793097,
1640.972,22.292942,615.278923,-7.48299,1175.241652,515.332218,2.626462,513.804177,
1640.973,21.982857,618.398151,-7.42829,1180.749449,490.349024,2.57232,509.740974,
1640.974,22.691623,618.496653,-7.38453,1177.110369,488.66707,2.605461,505.965069,
1640.975,21.805665,615.08192,-7.39547,1175.930127,470.903998,2.601196,512.449776,
1640.976,22.204346,618.890661,-7.37359,1175.635067,488.379907,2.596274,509.782017,
1640.977,21.717069,617.281796,-7.362651,1175.635067,476.319067,2.594305,511.834139,
1640.978,21.49558,616.526614,-7.38453,1175.340006,538.141204,2.62154,512.860201,
1640.979,20.210941,617.938475,-7.362651,1174.356471,516.685988,2.614321,515.035451,
1640.98,21.49558,618.660823,-7.37359,1172.192694,512.665701,2.638931,514.255644,
1640.981,21.982857,617.248962,-7.362651,1172.979522,520.993438,2.623837,510.931205,
1640.982,21.584176,617.872807,-7.37359,1176.028481,567.719083,2.646806,508.879083,
1640.983,21.717069,617.019124,-7.351711,1173.667996,557.504248,2.654682,511.34163,
1640.984,21.096899,615.574429,-7.38453,1174.159764,587.164205,2.662885,512.490818,
1640.985,22.824516,618.069811,-7.362651,1177.208723,612.106501,2.668463,512.983328,
1640.986,21.672771,616.001271,-7.362651,1176.126834,610.096348,2.671088,513.270625,
1640.987,22.027155,616.034105,-7.351711,1175.536713,615.962714,2.66912,511.259545,
1640.988,22.248644,614.655078,-7.38453,1175.536713,587.984675,2.642213,513.475837,
1640.989,23.1789,615.804267,-7.37359,1175.930127,571.657334,2.643197,513.845219,
1640.99,21.894261,616.132607,-7.37359,1177.012016,607.142653,2.676339,515.52796,
1640.991,21.894261,615.278923,-7.362651,1179.864268,633.233638,2.698652,509.905144,
1640.992,21.672771,615.311757,-7.351711,1179.864268,615.060196,2.70948,511.875182,
1640.993,21.805665,617.708637,-7.37359,1181.831338,620.885541,2.722606,512.983328,
1640.994,21.982857,615.935603,-7.351711,1184.880297,611.039889,2.745575,512.367691,
1640.995,21.539878,614.031233,-7.362651,1185.765479,560.170771,2.732122,507.976149,
1640.996,22.647325,613.834229,-7.38453,1187.142429,561.155333,2.719652,510.520781,
1640.997,21.938559,616.65795,-7.37359,1185.568772,526.203404,2.747872,514.953366,
1640.998,21.141197,616.65795,-7.38453,1190.781509,507.168576,2.732122,512.162479,
1640.999,21.318388,616.099773,-7.37359,1192.945287,496.010238,2.7272,508.427616,
1641.0,21.406984,617.413132,-7.37359,1193.240348,481.036741,2.710793,514.994408,Testing
1641.001,20.831112,618.824993,-7.39547,1195.994247,475.539625,2.673385,511.669969,
1641.002,22.381538,615.541595,-7.37359,1197.567904,460.443073,2.669776,512.654988,
1641.003,21.49558,616.953456,-7.351711,1197.272843,443.500489,2.638275,513.68105,
1641.004,20.964005,617.511634,-7.37359,1201.010278,443.705605,2.579539,508.427616,
1641.005,21.849963,611.634353,-7.351711,1202.190521,423.317088,2.576257,508.591786,
1641.006,24.020559,615.968437,-7.362651,1201.403693,454.822893,2.555257,516.512979,
1641.007,20.964005,616.099773,-7.351711,1201.89546,455.479264,2.569367,516.636107,
1641.008,21.584176,612.84921,-7.37359,1202.977349,487.108185,2.564773,509.782017,
1641.009,21.982857,613.144715,-7.362651,1203.665824,560.334865,2.570679,511.628927,
1641.01,22.160048,618.759325,-7.362651,1205.239481,575.636609,2.612352,508.673871,
1641.011,23.356091,614.096901,-7.38453,1204.944421,629.172303,2.65501,509.782017,
1641.012,21.451282,613.374553,-7.37359,1207.304906,644.597176,2.672729,513.35271,
1641.013,22.381538,615.672931,-7.37359,1206.124663,648.658515,2.71473,511.998309,
1641.014,22.514431,612.980546,-7.340771,1201.6004,623.716167,2.708168,510.274526,
1641.015,22.603027,613.834229,-7.362651,1201.797107,613.747443,2.725231,515.52796,
1641.016,23.134602,612.19253,-7.37359,1202.682289,591.963953,2.69898,512.572903,
1641.017,23.444687,615.278923,-7.38453,1201.305339,544.828016,2.718996,512.203521,
1641.018,22.780219,613.702893,-7.38453,1200.518511,549.791847,2.705214,512.408734,
1641.019,22.027155,612.783542,-7.38453,1198.059672,511.229885,2.676339,511.5058,
1641.02,21.096899,617.4788,-7.362651,1196.584368,510.901698,2.669448,507.688852,
1641.021,21.141197,614.26107,-7.37359,1197.567904,487.026139,2.641556,512.244564,
1641.022,21.318388,612.914878,-7.351711,1195.895894,472.95516,2.631056,510.643908,
1641.023,21.27409,614.983418,-7.318891,1192.650227,446.741321,2.606774,512.080394,
1641.024,22.027155,611.437349,-7.340771,1191.07657,446.905414,2.594961,512.039351,
1641.025,21.672771,610.912006,-7.38453,1190.388095,440.792959,2.585117,512.121436,
1641.026,22.647325,609.434477,-7.39547,1188.716085,453.346057,2.573304,511.054333,
1641.027,22.647325,617.511634,-7.362651,1191.273277,469.139998,2.573961,510.84912,
1641.028,22.11575,611.765689,-7.38453,1188.02761,472.750044,2.588727,513.722092,
1641.029,21.406984,615.180422,-7.38453,1188.224318,520.952415,2.591024,510.151399,
1641.03,22.071452,613.243217,-7.38453,1188.322671,512.993888,2.604805,508.263446,
1641.031,22.470133,613.801395,-7.362651,1189.994681,580.14919,2.6304,511.464757,
1641.032,22.425835,613.670059,-7.340771,1187.535843,586.425782,2.654025,508.714913,
1641.033,21.229793,616.165441,-7.37359,1185.273712,624.864827,2.667151,509.412635,
1641.034,21.672771,612.061195,-7.362651,1183.995116,621.377824,2.674042,514.501899,
1641.035,21.096899,612.291032,-7.340771,1183.306641,631.838836,2.676995,515.733172,
1641.036,21.628474,611.568685,-7.38453,1183.798409,598.404643,2.655994,510.151399,
1641.037,23.931964,612.126862,-7.41735,1183.503348,577.974946,2.645166,509.905144,
1641.038,21.052601,616.756452,-7.37359,1182.224752,568.170341,2.668135,508.427616,
1641.039,20.565324,615.837101,-7.37359,1181.634631,535.966965,2.657635,513.804177,
1641.04,21.628474,616.789286,-7.351711,1181.634631,529.649366,2.648447,511.546842,
1641.041,22.558729,613.867063,-7.37359,1180.847803,505.773784,2.622524,510.315569,
1641.042,22.558729,614.523742,-7.351711,1181.437924,504.912294,2.634994,508.796998,
1641.043,22.248644,614.458074,-7.351711,1182.224752,465.817116,2.614649,512.531861,
1641.044,22.780219,616.49378,-7.39547,1181.929692,478.821485,2.606446,512.121436,
1641.045,21.584176,615.114754,-7.37359,1184.191823,469.427161,2.598571,511.793097,
1641.046,21.717069,611.962693,-7.362651,1183.208288,477.549764,2.637947,509.782017,
1641.047,20.65392,611.437349,-7.38453,1187.339136,470.698882,2.627775,509.16638,
1641.048,21.938559,615.410259,-7.37359,1185.175358,486.04158,2.617931,511.136418,
1641.049,22.160048,616.001271,-7.351711,1187.535843,528.910945,2.619243,509.412635,
1641.05,21.27409,616.099773,-7.362651,1189.502913,523.372793,2.629415,508.058234,
1641.051,21.318388,615.016252,-7.362651,1186.945722,609.070759,2.631712,515.36379,
1641.052,22.160048,616.460946,-7.37359,1189.896328,574.487952,2.619243,511.17746,
1641.053,20.964005,612.52087,-7.39547,1189.601267,599.143067,2.6514,511.01329,
1641.054,21.096899,615.902769,-7.37359,1188.125964,583.472092,2.640244,508.468658,
1641.055,21.539878,617.281796,-7.38453,1190.879863,605.091477,2.644181,511.669969,
1641.056,22.027155,614.819248,-7.39547,1191.371631,612.270595,2.641884,509.576804,
1641.057,21.27409,613.177549,-7.362651,1192.355166,608.168242,2.67601,510.643908,
1641.058,22.470133,613.538723,-7.37359,1190.289742,593.358752,2.667479,508.345531,
1641.059,22.514431,611.995527,-7.362651,1191.371631,536.869479,2.635322,507.606767,
1641.06,22.95741,616.198275,-7.37359,1192.945287,547.90477,2.676339,508.550743,
1641.061,21.849963,617.347464,-7.351711,1191.863398,523.085629,2.669448,514.994408,
1641.062,21.584176,615.672931,-7.37359,1192.256813,502.163733,2.674042,512.696031,
1641.063,21.185495,613.867063,-7.362651,1195.895894,473.980741,2.671745,509.00221,
1641.064,21.628474,616.165441,-7.362651,1196.486015,492.072002,2.637619,509.043253,
1641.065,21.672771,615.837101,-7.351711,1201.010278,487.108185,2.659604,507.894064,
1641.066,22.292942,613.899897,-7.39547,1199.436621,472.544928,2.623509,515.035451,
1641.067,21.362686,613.637225,-7.362651,1198.354732,482.308462,2.63565,509.49472,
1641.068,22.027155,613.243217,-7.37359,1197.764611,460.361027,2.588398,507.853022,
1641.069,21.628474,613.374553,-7.362651,1199.239914,478.985578,2.590695,511.998309,
1641.07,22.292942,615.344591,-7.340771,1197.567904,463.930048,2.570679,509.658889,
1641.071,21.982857,615.771433,-7.37359,1194.322237,484.318603,2.554272,510.438696,
1641.072,22.425835,616.428112,-7.38453,1193.732116,523.372793,2.563788,509.453677,
1641.073,22.868814,613.801395,-7.37359,1194.42059,524.357353,2.550335,513.229583,
1641.074,21.318388,614.655078,-7.37359,1194.223883,573.216225,2.570679,508.591786,
1641.075,21.672771,613.801395,-7.362651,1193.043641,586.959087,2.605461,510.356611,
1641.076,22.160048,615.114754,-7.329831,1192.256813,609.070759,2.619571,510.725993,
1641.077,22.780219,614.556576,-7.38453,1190.683156,581.585012,2.617274,511.464757,
1641.078,21.894261,614.884916,-7.37359,1192.256813,568.99081,2.650088,511.793097,
1641.079,23.311793,610.189659,-7.37359,1189.797974,572.067568,2.653041,515.569003,
1641.08,23.444687,614.129735,-7.39547,1188.322671,576.498102,2.68487,508.83804,
1641.081,22.558729,611.371681,-7.37359,1187.240782,548.438075,2.658619,507.565725,
1641.082,21.185495,615.869935,-7.362651,1184.880297,514.388681,2.661573,509.946186,
1641.083,21.406984,614.26107,-7.362651,1187.142429,540.315443,2.668463,512.121436,
1641.084,21.761367,611.437349,-7.39547,1186.552307,507.496763,2.650088,508.017191,
1641.085,22.470133,612.291032,-7.351711,1185.863833,502.368849,2.603493,514.542941,
1641.086,21.406984,611.601519,-7.362651,1185.765479,465.201768,2.597258,513.35271,
1641.087,21.717069,609.500145,-7.329831,1182.421459,447.725878,2.570023,510.192441,
1641.088,22.824516,611.765689,-7.37359,1182.814873,460.237957,2.537209,516.307767,
1641.089,22.292942,614.523742,-7.38453,1182.519813,483.416091,2.551319,513.804177,
1641.09,21.539878,610.28816,-7.39547,1181.634631,490.061861,2.55296,509.207422,
1641.091,21.894261,610.419496,-7.362651,1179.864268,488.133767,2.546397,514.009389,
1641.092,22.603027,614.031233,-7.340771,1183.404995,517.670548,2.566742,511.259545,
1641.093,21.584176,611.535851,-7.37359,1182.519813,497.5281,2.563132,510.438696,
1641.094,21.938559,612.52087,-7.351711,1179.569207,525.136797,2.564773,506.621748,
1641.095,21.982857,610.846338,-7.37359,1181.142864,531.864628,2.595289,513.270625,
1641.096,22.735921,611.010508,-7.40641,1181.536278,536.746409,2.614977,514.419814,
1641.097,22.514431,610.550832,-7.49393,1178.093904,576.210937,2.603165,512.572903,
1641.098,21.318388,611.864191,-7.54863,1183.700055,585.030984,2.625478,512.367691,
1641.099,23.1789,612.914878,-7.49393,1184.290176,580.14919,2.6514,512.367691,
1641.1,22.425835,611.076176,-7.49393,1181.241217,542.202519,2.636634,510.028271,Testing
1641.101,22.470133,609.007636,-7.53769,1182.224752,548.684215,2.641884,511.628927,
1641.102,22.868814,613.144715,-7.43923,1184.38853,519.352505,2.591352,507.48364,
1641.103,22.558729,607.365938,-7.42829,1186.158893,555.494101,2.614649,509.412635,
1641.104,22.470133,610.682168,-7.41735,1183.700055,531.700534,2.593977,513.68105,
1641.105,23.754772,611.995527,-7.41735,1182.421459,535.06445,2.581836,514.460856,
1641.106,22.514431,608.088285,-7.42829,1181.536278,555.904335,2.583148,514.707111,
1641.107,21.584176,608.121119,-7.42829,1184.68359,550.448221,2.605133,512.654988,
1641.108,23.754772,611.207511,-7.41735,1185.568772,554.058281,2.589383,512.778116,
1641.109,23.533283,609.467311,-7.42829,1183.306641,553.730094,2.615634,507.894064,
1641.11,21.628474,609.894153,-7.40641,1185.568772,564.478231,2.620556,510.069314,
1641.111,21.849963,611.929859,-7.39547,1188.421025,555.330007,2.63204,514.337729,
1641.112,20.609622,610.879172,-7.39547,1185.863833,564.724372,2.666495,509.987229,
1641.113,22.470133,608.8763,-7.40641,1186.749015,591.512695,2.669776,516.595064,
1641.114,21.938559,611.141844,-7.38453,1186.3556,578.13904,2.672729,513.311668,
1641.115,21.229793,614.096901,-7.43923,1185.372065,576.867313,2.691433,512.121436,
1641.116,22.425835,613.702893,-7.40641,1187.240782,599.143067,2.70784,509.782017,
1641.117,21.539878,610.45233,-7.42829,1189.109499,579.410768,2.705214,510.931205,
1641.118,22.691623,611.831357,-7.41735,1189.699621,560.129747,2.695042,512.942285,
1641.119,22.027155,613.670059,-7.42829,1191.07657,543.761407,2.67437,510.110356,
1641.12,21.761367,611.076176,-7.41735,1193.633762,516.316778,2.658619,513.804177,
1641.121,21.982857,610.747836,-7.39547,1192.158459,491.456653,2.631712,516.266724,
1641.122,23.533283,609.795651,-7.41735,1193.437055,490.92335,2.614321,513.229583,
1641.123,21.318388,613.440221,-7.38453,1193.830469,458.10475,2.580195,512.039351,
1641.124,22.381538,614.228236,-7.43923,1195.699187,473.283346,2.598243,511.793097,
1641.125,23.001708,611.174677,-7.42829,1197.272843,456.874053,2.584461,512.244564,
1641.126,22.160048,615.311757,-7.40641,1199.534975,470.657858,2.564773,510.233484,
1641.127,21.185495,614.490908,-7.39547,1199.338268,479.354788,2.579867,511.752054,
1641.128,21.406984,612.3567,-7.40641,1200.518511,472.791067,2.586102,509.864102,
1641.129,22.868814,615.475927,-7.40641,1200.026743,515.537334,2.590367,509.699932,
1641.13,21.539878,612.619372,-7.40641,1201.797107,518.121805,2.591024,511.916224,
1641.131,22.824516,609.237474,-7.40641,1194.912358,562.55013,2.625478,514.748154,
1641.132,20.831112,612.455202,-7.42829,1199.239914,555.00182,2.628431,513.02437,
1641.133,21.052601,613.867063,-7.41735,1199.141561,596.02528,2.645494,515.938385,
1641.134,22.558729,611.043342,-7.40641,1197.46955,587.57444,2.626462,509.33055,
1641.135,22.470133,611.700021,-7.40641,1198.059672,568.457505,2.636962,509.987229,
1641.136,21.628474,613.177549,-7.41735,1195.109065,576.498102,2.631056,512.983328,
1641.137,22.603027,610.550832,-7.38453,1193.240348,535.06445,2.616946,513.640007,
1641.138,22.071452,612.028361,-7.40641,1192.158459,545.60746,2.609727,512.737073,
1641.139,21.584176,610.94484,-7.43923,1190.978217,528.992992,2.609071,512.531861,
1641.14,21.628474,609.138972,-7.42829,1187.830903,535.679801,2.589383,518.236763,
1641.141,21.539878,612.159696,-7.42829,1188.617732,526.736707,2.599227,512.983328,
1641.142,23.267495,610.6165,-7.42829,1187.535843,520.870368,2.601196,509.207422,
1641.143,22.913112,608.646462,-7.41735,1187.142429,535.18752,2.612352,514.583984,
1641.144,21.982857,610.550832,-7.40641,1186.552307,517.506455,2.600539,510.684951,
1641.145,21.761367,610.94484,-7.42829,1187.73255,538.592461,2.634009,506.909045,
1641.146,21.672771,611.503017,-7.42829,1188.716085,510.450442,2.624165,510.890163,
1641.147,21.894261,608.186787,-7.38453,1187.634196,520.788322,2.639916,513.722092,
1641.148,22.33724,610.156825,-7.38453,1189.40456,500.194614,2.621868,512.244564,
1641.149,21.406984,611.174677,-7.42829,1186.257247,537.033572,2.627118,514.583984,
1641.15,20.964005,610.386662,-7.40641,1188.02761,510.204302,2.604477,513.311668,
1641.151,23.046006,611.568685,-7.41735,1189.011146,567.80113,2.637619,508.017191,
1641.152,22.558729,611.010508,-7.40641,1185.568772,537.443806,2.605133,507.688852,
1641.153,22.95741,608.613628,-7.42829,1190.683156,629.172303,2.638931,509.084295,
1641.154,22.868814,607.004764,-7.40641,1189.502913,592.046,2.631056,508.509701,
1641.155,22.292942,609.598647,-7.40641,1188.814439,671.590737,2.647463,513.434795,
1641.156,21.451282,609.368809,-7.40641,1188.814439,605.378642,2.659604,509.740974,
1641.157,21.938559,609.401643,-7.38453,1189.601267,652.391665,2.695699,512.819158,
1641.158,21.805665,609.631481,-7.41735,1191.765045,596.804726,2.687823,516.554022,
1641.159,20.964005,605.264565,-7.40641,1193.437055,631.797812,2.695699,511.259545,
1641.16,22.735921,609.171806,-7.41735,1195.895894,574.611022,2.70784,514.501899,
1641.161,21.982857,608.121119,-7.41735,1199.731682,550.530268,2.712762,508.181361,
1641.162,22.647325,610.091157,-7.41735,1202.682289,507.291646,2.704886,510.972248,
1641.163,21.761367,613.144715,-7.41735,1205.337835,509.424859,2.703246,512.408734,
1641.164,23.710474,608.055451,-7.39547,1206.02631,469.673301,2.692745,515.322748,
1641.165,21.49558,607.46444,-7.39547,1206.124663,456.9561,2.639916,514.255644,
1641.166,21.628474,609.303142,-7.40641,1210.45222,441.941608,2.647135,511.875182,
1641.167,22.071452,611.831357,-7.42829,1212.714353,437.018826,2.623837,510.397653,
1641.168,21.584176,612.750708,-7.41735,1215.960021,418.066125,2.604477,515.117536,
1641.169,20.698218,608.022617,-7.41735,1218.615568,424.670852,2.56871,508.386573,
1641.17,21.717069,612.389534,-7.40641,1217.632032,417.450778,2.52474,510.151399,
1641.171,21.49558,609.007636,-7.39547,1222.353004,457.120193,2.512271,510.561823,
1641.172,22.11575,610.45233,-7.362651,1220.680993,450.843641,2.492911,512.326649,
1641.173,22.514431,611.010508,-7.41735,1224.320076,449.982154,2.491599,509.823059,
1641.174,21.318388,611.141844,-7.39547,1222.353004,553.237813,2.514568,515.158578,
1641.175,22.735921,606.282417,-7.41735,1224.221722,558.816998,2.53885,510.479738,
1641.176,22.470133,607.62861,-7.40641,1224.71349,601.809595,2.542788,510.602866,
1641.177,21.584176,609.303142,-7.41735,1223.434893,620.967588,2.592008,508.263446,
1641.178,22.735921,611.962693,-7.42829,1224.123369,654.894107,2.62679,514.173559,
1641.179,22.160048,610.025489,-7.39547,1222.746418,622.198295,2.663213,507.606767,
1641.18,22.160048,610.025489,-7.39547,1223.041479,583.266974,2.653369,512.983328,
1641.181,22.071452,608.252455,-7.38453,1217.533678,548.725238,2.653697,514.255644,
1641.182,21.008303,603.984041,-7.40641,1217.533678,574.734093,2.67076,516.677149,
1641.183,21.849963,609.138972,-7.42829,1216.746849,545.033133,2.645166,508.755955,
1641.184,21.761367,610.6165,-7.40641,1214.091303,526.080334,2.64451,509.823059,
1641.185,21.362686,608.153953,-7.40641,1211.337403,506.635273,2.631384,515.117536,
1641.186,22.027155,605.330233,-7.43923,1209.271978,481.693114,2.591024,508.099276,
1641.187,22.160048,610.222493,-7.42829,1210.353867,456.504844,2.573632,507.032173,
1641.188,21.27409,606.05258,-7.41735,1206.124663,430.496141,2.552632,509.00221,
1641.189,21.27409,607.234602,-7.39547,1204.64936,444.485046,2.52474,508.345531,
1641.19,22.647325,607.497274,-7.41735,1200.715218,430.044887,2.518506,514.214602,
1641.191,21.938559,606.906263,-7.40641,1197.371197,431.603767,2.509318,510.931205,
1641.192,22.160048,609.664315,-7.40641,1198.256379,423.645274,2.487989,509.617847,
1641.193,21.761367,605.691406,-7.40641,1193.240348,445.961881,2.496193,512.162479,
1641.194,21.982857,610.977674,-7.42829,1191.666691,467.088837,2.50374,512.531861,
1641.195,22.11575,610.517998,-7.39547,1189.896328,473.242323,2.521131,509.576804,
1641.196,22.248644,608.219621,-7.39547,1186.650661,531.003137,2.545741,515.610045,
1641.197,21.805665,608.909134,-7.40641,1183.896762,535.474684,2.529662,514.748154,
1641.198,22.780219,606.348085,-7.39547,1182.814873,595.656068,2.578554,515.035451,
1641.199,22.33724,604.509384,-7.40641,1178.979086,618.588222,2.597914,513.763135,
1641.2,21.096899,607.595776,-7.38453,1177.503783,619.039481,2.579539,516.061512,Testing
1641.201,21.938559,608.383791,-7.40641,1177.307076,611.819336,2.60218,508.017191,
1641.202,22.95741,608.285289,-7.38453,1175.73342,591.635765,2.615962,509.576804,
1641.203,21.805665,610.94484,-7.41735,1177.897197,569.277974,2.60743,509.905144,
1641.204,21.362686,608.252455,-7.40641,1174.651531,541.053864,2.576586,509.49472,
1641.205,22.33724,604.64072,-7.40641,1171.700926,533.710679,2.584789,510.274526,
1641.206,22.027155,607.62861,-7.40641,1169.045382,503.681595,2.560507,513.311668,
1641.207,22.027155,608.515127,-7.39547,1171.405866,480.790602,2.556898,516.18464,
1641.208,22.425835,608.252455,-7.41735,1173.471289,474.226881,2.543116,510.931205,
1641.209,23.134602,610.879172,-7.41735,1173.077875,453.428103,2.521459,512.121436,
1641.21,22.11575,605.133229,-7.40641,1174.946592,443.582535,2.510302,509.00221,
1641.211,21.539878,609.565813,-7.41735,1175.241652,419.666028,2.514568,511.669969,
1641.212,22.514431,605.954078,-7.41735,1175.340006,438.085428,2.508662,509.617847,
1641.213,21.27409,605.986912,-7.42829,1174.651531,411.666516,2.510959,511.464757,
1641.214,22.204346,610.058323,-7.38453,1177.208723,443.787651,2.494552,513.434795,
1641.215,21.938559,607.201768,-7.40641,1176.028481,457.079169,2.502427,513.722092,
1641.216,22.913112,607.891281,-7.41735,1176.618602,504.255921,2.510959,512.778116,
1641.217,21.229793,608.055451,-7.40641,1178.684026,514.880961,2.522115,512.285606,
1641.218,21.805665,609.500145,-7.41735,1178.585672,561.032263,2.52474,513.311668,
1641.219,22.381538,609.171806,-7.39547,1178.093904,584.04642,2.530319,515.36379,
1641.22,21.584176,608.153953,-7.40641,1179.667561,599.06102,2.528678,509.617847,
1641.221,22.204346,608.515127,-7.39547,1178.585672,611.573195,2.536225,511.957267,
