Time (s),Injector Temp (C),NOX Pressure (PSI),Ox Tank Load Cell (kg),Thrust Load Cell (lbf),Chamber Pressure (PSI),Light Sensor (V),Nitrous Bottle (PSI),Comment
1642.685,22.381538,562.5148,-8.314426,1169.340442,355.957169,2.100134,511.957267,
1642.686,22.95741,564.28783,-8.292546,1168.750321,332.533027,2.06404,507.688852,
1642.687,23.400389,565.798189,-8.292546,1169.143735,366.171907,2.053211,514.460856,
1642.688,22.292942,566.750372,-8.292546,1169.438796,329.128118,2.021382,513.68105,
1642.689,22.691623,563.10581,-8.270666,1173.176229,360.387657,2.026304,509.987229,
1642.69,22.603027,562.416298,-8.281606,1172.389401,363.956662,2.024992,510.767035,
1642.691,21.894261,563.828155,-8.292546,1172.586108,386.478326,2.033851,511.957267,
1642.692,22.780219,562.186461,-8.303486,1171.602573,390.170405,2.03582,511.793097,
1642.693,22.027155,560.15076,-8.303486,1172.192694,413.184372,2.038445,510.028271,
1642.694,22.824516,560.708936,-8.314426,1172.487754,442.680025,2.050586,507.811979,
1642.695,23.311793,563.269979,-8.281606,1172.291047,399.072418,2.054196,513.927304,
1642.696,23.666176,557.918056,-8.303486,1170.717391,424.711876,2.091931,510.84912,
1642.697,21.938559,559.231411,-8.314426,1171.700926,387.58595,2.069618,511.793097,
1642.698,22.824516,562.678969,-8.270666,1172.881168,403.133706,2.068305,508.550743,
1642.699,23.976261,562.810305,-8.226906,1165.307949,373.227873,2.082087,512.696031,
1642.7,23.090304,558.246395,-8.303486,1170.422331,416.30213,2.093244,514.912323,Testing
1642.701,23.001708,562.711803,-8.270666,1168.947028,389.021758,2.070602,515.322748,
1642.702,23.79907,562.580467,-8.292546,1163.144172,410.887076,2.054196,514.091474,
1642.703,21.982857,561.595451,-8.292546,1162.652404,406.784764,2.04107,512.039351,
1642.704,24.153453,560.282095,-8.292546,1163.144172,398.251956,2.036148,512.860201,
1642.705,22.248644,562.547634,-8.292546,1160.390274,378.724964,2.036476,511.218502,
1642.706,23.400389,559.362747,-8.314426,1154.784126,389.18585,2.047305,515.733172,
1642.707,23.223197,560.314929,-8.303486,1158.423204,387.175719,2.045992,510.767035,
1642.708,22.780219,561.201444,-8.259726,1153.702237,343.240031,2.017773,507.278427,
1642.709,23.843368,560.085092,-8.281606,1153.898944,402.518359,2.024664,516.841319,
1642.71,23.57758,561.464115,-8.292546,1150.849987,364.161777,2.040742,509.33055,
1642.711,22.95741,561.037275,-8.314426,1150.94834,380.776118,2.039102,513.968347,
1642.712,23.311793,563.926657,-8.314426,1149.177978,370.64342,2.061415,506.580706,
1642.713,23.356091,559.691085,-8.248786,1147.899383,408.753874,2.063712,513.475837,
1642.714,23.001708,559.526916,-8.281606,1145.83396,371.956158,2.059446,512.408734,
1642.715,21.672771,562.810305,-8.314426,1141.703115,415.112459,2.083071,512.244564,
1642.716,21.451282,561.858122,-8.292546,1144.161951,393.452252,2.072571,505.759857,
1642.717,23.533283,559.526916,-8.303486,1143.27677,406.169417,2.059118,514.501899,
1642.718,21.805665,563.040142,-8.292546,1141.801468,407.810342,2.081431,509.453677,
1642.719,21.982857,558.443398,-8.270666,1141.899821,371.381835,2.048617,512.203521,
1642.72,21.628474,559.494082,-8.314426,1139.342632,394.47783,2.054196,512.162479,
1642.721,22.913112,561.825288,-8.292546,1139.244278,351.895889,2.02007,514.214602,
1642.722,23.488985,558.279229,-8.281606,1139.736045,392.877929,2.031554,505.30839,
1642.723,21.982857,558.5419,-8.292546,1139.244278,350.542129,1.993819,516.512979,
1642.724,22.11575,557.655385,-8.325366,1135.408494,397.103309,2.012523,515.117536,
1642.725,23.57758,560.610434,-8.314426,1136.785442,376.755857,2.018101,515.199621,
1642.726,23.046006,561.037275,-8.281606,1137.473916,398.826279,2.030898,510.725993,
1642.727,22.381538,562.055125,-8.281606,1137.768976,363.300293,2.022695,507.935107,
1642.728,22.470133,556.998707,-8.270666,1137.57227,391.195982,2.050586,514.378771,
1642.729,23.311793,561.234278,-8.292546,1136.982149,353.495787,2.042711,516.389852,
1642.73,21.672771,562.449132,-8.292546,1139.145925,375.935395,2.051571,509.535762,
1642.731,22.160048,559.625418,-8.270666,1145.047132,377.986549,2.032867,510.84912,
1642.732,22.824516,559.789587,-8.281606,1138.949218,365.761676,2.046977,508.879083,
1642.733,22.027155,560.314929,-8.292546,1142.194882,393.493275,2.029257,517.292786,
1642.734,23.001708,560.249262,-8.281606,1142.096528,355.916146,2.03582,513.35271,
1642.735,22.603027,563.729653,-8.259726,1142.489942,411.789585,2.040414,513.270625,
1642.736,23.621878,559.658252,-8.259726,1144.555365,386.560373,2.027617,511.628927,
1642.737,22.691623,562.547634,-8.292546,1144.358658,396.775124,2.025648,512.121436,
1642.738,23.400389,560.938773,-8.489465,1143.178416,394.682945,2.004976,510.356611,
1642.739,24.109155,559.723919,-8.423825,1143.866891,391.03189,2.015148,516.307767,
1642.74,22.292942,561.464115,-8.423825,1145.243839,359.854358,1.9971,507.524682,
1642.741,22.691623,559.920923,-8.347246,1144.948779,367.197483,1.994803,509.740974,
1642.742,23.533283,558.246395,-8.697324,1145.637253,398.005817,2.014163,513.18854,
1642.743,22.071452,560.282095,-8.533225,1145.047132,335.322591,1.987584,513.557922,
1642.744,23.533283,561.529783,-8.566044,1142.391589,388.078227,2.009569,507.278427,
1642.745,23.223197,559.691085,-8.566044,1143.080063,371.217743,2.028273,512.203521,
1642.746,22.603027,559.264245,-8.522285,1146.620788,395.175223,2.04468,512.408734,
1642.747,24.020559,558.443398,-8.522285,1140.227813,374.13038,2.047961,513.968347,
1642.748,21.761367,560.544766,-8.544165,1142.686649,386.970604,2.023679,509.412635,
1642.749,22.95741,561.16861,-8.555105,1138.949218,369.57682,2.033195,507.935107,
1642.75,23.533283,562.219295,-8.555105,1141.309701,371.135697,2.022367,512.326649,
1642.751,22.248644,561.33278,-8.544165,1139.932752,356.203307,2.027617,509.412635,
1642.752,23.444687,559.723919,-8.555105,1138.260744,353.53681,2.009898,508.263446,
1642.753,22.027155,557.458382,-8.533225,1136.195321,371.545927,1.998413,515.651088,
1642.754,22.470133,560.314929,-8.544165,1133.441425,347.793586,1.985616,507.401555,
1642.755,23.57758,558.738903,-8.566044,1133.638132,372.612527,1.97774,513.02437,
1642.756,22.913112,563.335647,-8.511345,1133.146365,354.931593,1.979053,514.255644,
1642.757,21.406984,560.380597,-8.533225,1126.950098,378.93008,1.972818,515.076493,
1642.758,22.248644,559.625418,-8.544165,1127.048451,376.058465,1.989225,512.080394,
1642.759,23.666176,562.383464,-8.544165,1126.753391,373.556057,1.976428,514.666069,
1642.76,23.666176,559.592584,-8.544165,1126.163271,372.817642,1.962646,509.823059,
1642.761,22.558729,556.900206,-8.555105,1123.606081,370.438305,1.983647,512.778116,
1642.762,22.735921,558.738903,-8.576984,1123.606081,361.454256,2.009569,512.244564,
1642.763,21.318388,560.938773,-8.544165,1122.720901,368.346129,2.017117,508.509701,
1642.764,21.451282,561.365614,-8.555105,1123.015961,377.822457,2.007601,511.752054,
1642.765,21.761367,559.362747,-8.522285,1123.114314,342.501617,1.97085,511.711012,
1642.766,22.647325,560.314929,-8.533225,1118.786764,374.540611,1.996444,508.920125,
1642.767,22.470133,559.067242,-8.522285,1119.573591,349.270415,1.999069,515.076493,
1642.768,23.488985,558.410564,-8.522285,1120.065358,366.664183,1.974459,513.270625,
1642.769,24.109155,558.771737,-8.533225,1116.327928,342.706732,1.978397,512.203521,
1642.77,22.514431,559.264245,-8.533225,1116.819695,378.39678,1.961006,511.01329,
1642.771,23.444687,559.395581,-8.522285,1115.344394,358.213436,1.950833,513.804177,
1642.772,21.805665,558.771737,-8.555105,1111.410258,371.258766,1.948208,513.229583,
1642.773,22.735921,562.416298,-8.544165,1115.541101,384.304103,1.945583,508.058234,
1642.774,23.400389,560.282095,-8.533225,1114.852627,356.695584,1.949849,510.890163,
1642.775,22.470133,556.76887,-8.533225,1113.278973,381.842718,1.950505,513.927304,
1642.776,23.090304,560.676102,-8.533225,1112.197085,345.988573,1.929177,514.214602,
1642.777,22.381538,558.37773,-8.576984,1112.197085,367.238506,1.962646,513.927304,
1642.778,23.444687,561.562617,-8.566044,1111.016844,361.782441,1.965928,510.561823,
1642.779,22.95741,562.547634,-8.555105,1111.115198,358.582643,1.968225,511.382672,
1642.78,22.425835,556.965873,-8.511345,1111.508611,364.7361,1.968881,513.845219,
1642.781,22.824516,559.034408,-8.533225,1113.180619,358.582643,1.970193,514.460856,
1642.782,22.204346,557.78672,-8.587924,1110.623431,371.58695,1.983319,507.811979,
1642.783,21.672771,558.870238,-8.555105,1111.213551,363.382339,1.980037,506.129239,
1642.784,22.381538,557.655385,-8.555105,1110.426724,378.437803,1.973147,509.823059,
1642.785,22.780219,556.046525,-8.555105,1111.606965,364.120754,1.976756,512.080394,
1642.786,22.735921,558.443398,-8.533225,1110.426724,358.910828,1.960349,512.408734,
1642.787,21.584176,557.228544,-8.555105,1107.181062,366.951345,1.93377,511.875182,
1642.788,22.160048,560.544766,-8.566044,1109.836603,364.900192,1.943615,508.263446,
1642.789,23.400389,556.17786,-8.555105,1111.705318,359.280035,1.933114,510.725993,
1642.79,23.533283,556.374864,-8.544165,1108.262949,369.494774,1.922942,515.199621,
1642.791,21.938559,556.210694,-8.555105,1106.787648,370.479328,1.935739,513.68105,
1642.792,23.134602,557.655385,-8.533225,1107.967889,367.730783,1.938693,508.550743,
1642.793,23.1789,559.198577,-8.555105,1107.279415,401.369712,1.963959,514.748154,
1642.794,21.805665,557.589717,-8.544165,1107.967889,360.674818,1.936067,511.136418,
1642.795,22.558729,557.130043,-8.533225,1106.787648,400.180042,1.987913,509.043253,
1642.796,21.761367,558.410564,-8.566044,1105.902467,389.18585,1.995788,513.763135,
1642.797,23.311793,558.738903,-8.533225,1109.344836,384.673311,1.975115,509.207422,
1642.798,23.090304,558.279229,-8.533225,1106.984355,401.041527,1.978725,516.18464,
1642.799,22.95741,557.918056,-8.544165,1106.689295,373.884242,1.982006,510.110356,
1642.8,23.134602,562.252129,-8.544165,1105.213994,416.548269,1.989881,510.028271,Testing
1642.801,22.071452,559.723919,-8.555105,1106.000821,372.612527,2.009241,514.173559,
1642.802,22.027155,560.708936,-8.533225,1104.328813,408.876943,2.005304,509.16638,
1642.803,22.11575,561.562617,-8.544165,1106.295881,382.745226,1.996116,513.065413,
1642.804,22.95741,556.76887,-8.533225,1103.837046,419.666028,1.97774,510.028271,
1642.805,24.242049,557.819554,-8.544165,1104.52552,377.412226,1.984303,510.479738,
1642.806,23.001708,559.592584,-8.576984,1103.837046,390.826774,1.978725,508.099276,
1642.807,22.425835,559.165743,-8.555105,1105.804114,363.013132,1.982662,509.535762,
1642.808,23.134602,558.246395,-8.533225,1105.11564,399.728787,1.982662,514.337729,
1642.809,22.558729,558.607567,-8.566044,1104.427167,364.613031,1.964943,511.300587,
1642.81,22.647325,561.693952,-8.544165,1104.033753,386.109119,1.994803,508.304489,
1642.811,23.311793,561.431281,-8.544165,1106.984355,410.312753,2.017445,508.920125,
1642.812,22.824516,559.034408,-8.533225,1106.394234,371.258766,2.025976,507.935107,
1642.813,22.558729,558.180727,-8.555105,1106.492588,413.55358,2.042711,508.181361,
1642.814,22.868814,561.234278,-8.544165,1108.951423,383.360572,2.043695,511.957267,
1642.815,23.710474,561.92379,-8.566044,1111.508611,433.367763,2.062071,510.110356,
1642.816,22.735921,557.556883,-8.576984,1110.721784,396.282846,2.041727,508.140319,
1642.817,23.79907,561.16861,-8.533225,1112.688852,430.373072,2.044352,507.976149,
1642.818,23.046006,558.410564,-8.566044,1113.672386,397.882748,2.053868,513.557922,
1642.819,23.134602,559.723919,-8.544165,1113.967447,421.881278,2.056493,507.360512,
1642.82,22.381538,562.744637,-8.544165,1117.311463,384.714334,2.031883,512.983328,
1642.821,22.204346,559.494082,-8.544165,1117.704876,389.555058,2.011866,510.602866,
1642.822,23.488985,561.792454,-8.555105,1115.049334,400.344134,2.017773,513.18854,
1642.823,23.666176,562.974474,-8.555105,1120.163712,401.820966,2.002351,510.602866,
1642.824,22.868814,563.53265,-8.555105,1122.42584,435.13176,2.038117,507.811979,
1642.825,23.1789,562.022291,-8.533225,1124.491262,377.166087,2.024992,512.901243,
1642.826,22.027155,558.016558,-8.555105,1127.736926,406.415556,2.030898,509.084295,
1642.827,22.95741,558.279229,-8.555105,1129.31058,377.453249,2.033851,513.18854,
1642.828,22.470133,561.070109,-8.555105,1130.195761,382.54011,2.048617,509.658889,
1642.829,23.976261,559.526916,-8.544165,1135.605201,354.808524,2.049602,509.987229,
1642.83,22.868814,558.870238,-8.555105,1135.211787,351.731797,2.047961,514.214602,
1642.831,23.666176,560.479099,-8.566044,1133.638132,342.54264,2.036805,513.229583,
1642.832,22.647325,559.395581,-8.544165,1139.047571,372.899688,2.043695,508.961168,
1642.833,22.913112,561.890956,-8.555105,1140.522873,333.148372,2.02171,509.453677,
1642.834,22.204346,562.646135,-8.544165,1143.866891,368.715336,2.004319,507.073215,
1642.835,22.381538,560.971607,-8.555105,1143.178416,342.993893,1.985944,506.457579,
1642.836,22.913112,559.428414,-8.544165,1147.210908,387.503904,1.993163,517.785296,
1642.837,23.090304,558.935906,-8.576984,1145.932313,382.458064,2.003663,511.01329,
1642.838,22.071452,561.16861,-8.522285,1148.882917,408.712851,2.008257,506.211324,
1642.839,23.134602,558.870238,-8.522285,1150.456573,422.045371,1.997757,514.707111,
1642.84,22.95741,557.819554,-8.566044,1146.915848,396.159777,1.99546,516.02047,
1642.841,22.647325,561.628285,-8.587924,1148.981271,420.199329,1.990538,510.643908,
1642.842,22.381538,558.771737,-8.566044,1146.817494,373.638104,2.004976,511.793097,
1642.843,23.356091,558.180727,-8.555105,1147.604322,390.457566,2.006616,511.752054,
1642.844,21.982857,558.96874,-8.555105,1147.505969,351.23952,2.00596,511.916224,
1642.845,22.824516,558.640401,-8.555105,1148.882917,404.364399,2.026632,515.36379,
1642.846,23.311793,558.213561,-8.566044,1147.604322,359.444127,2.034508,511.382672,
1642.847,23.400389,560.708936,-8.555105,1148.489503,399.195487,2.059446,511.17746,
1642.848,21.628474,557.097209,-8.566044,1148.784564,388.037204,2.040086,508.509701,
1642.849,23.134602,558.410564,-8.576984,1141.309701,381.309418,2.03582,517.128616,
1642.85,22.425835,556.801704,-8.555105,1147.309262,375.73028,2.030898,508.796998,
1642.851,23.134602,558.443398,-8.555105,1145.145486,369.535797,2.007601,508.468658,
1642.852,23.488985,557.162877,-8.544165,1143.866891,354.48034,2.023679,513.393752,
1642.853,23.444687,553.518316,-8.566044,1143.670184,325.107865,1.964287,509.617847,
1642.854,21.672771,559.067242,-8.576984,1140.326166,376.591764,1.987913,510.931205,
1642.855,22.780219,557.228544,-8.566044,1141.112994,336.225097,1.963959,514.132517,
1642.856,22.425835,559.723919,-8.533225,1139.047571,360.264588,1.974459,506.539663,
1642.857,21.894261,556.079359,-8.522285,1136.293675,351.034405,1.962318,507.811979,
1642.858,22.470133,556.834538,-8.566044,1137.178856,401.328689,1.987584,513.02437,
1642.859,21.672771,557.95089,-8.533225,1136.195321,386.51935,1.979053,508.263446,
1642.86,20.87541,558.410564,-8.555105,1137.277209,392.918952,1.993819,507.196343,
1642.861,22.33724,557.031541,-8.555105,1136.096968,383.811826,2.006288,513.886262,
1642.862,22.11575,555.258512,-8.555105,1133.048011,373.309919,2.009241,514.132517,
1642.863,23.001708,556.013691,-8.576984,1133.638132,397.472517,2.03057,509.658889,
1642.864,23.046006,556.17786,-8.675444,1136.195321,354.234201,2.001694,510.643908,
1642.865,22.292942,557.162877,-8.598864,1134.228252,358.992874,1.991522,512.613946,
1642.866,22.780219,557.097209,-8.609804,1133.441425,342.993893,1.9971,512.080394,
1642.867,23.621878,556.933039,-8.697324,1133.048011,372.530481,2.010226,511.834139,
1642.868,23.046006,554.240662,-8.719204,1132.261184,332.861211,1.9971,512.408734,
1642.869,22.913112,559.756753,-9.167741,1133.638132,381.883741,1.99546,509.33055,
1642.87,21.141197,552.5333,-9.134922,1131.966123,371.135697,1.949849,513.51688,
1642.871,23.267495,557.721053,-9.123982,1129.113874,381.391464,1.964943,512.531861,
1642.872,22.160048,554.470499,-9.145862,1129.900701,387.544927,1.970522,511.136418,
1642.873,22.558729,554.536166,-9.134922,1129.408934,372.202296,1.967568,508.017191,
1642.874,22.824516,556.670368,-9.123982,1131.376003,366.74623,1.956084,512.654988,
1642.875,22.735921,554.076492,-9.134922,1130.490822,355.382846,1.964943,510.520781,
1642.876,24.153453,556.867372,-9.145862,1128.327046,347.834609,1.942958,514.707111,
1642.877,22.292942,556.933039,-9.123982,1126.851745,350.378037,1.972818,513.845219,
1642.878,22.868814,560.511933,-9.134922,1129.01552,373.761173,1.982006,511.34163,
1642.879,21.761367,558.016558,-9.145862,1128.523753,350.665198,1.961334,507.360512,
1642.88,23.400389,556.670368,-9.167741,1126.753391,367.443622,1.994147,513.393752,
1642.881,23.134602,560.347763,-9.156801,1128.72046,362.110625,1.989881,505.390475,
1642.882,21.717069,558.312062,-9.145862,1130.294115,365.2694,1.970522,509.16638,
1642.883,22.780219,555.028675,-9.145862,1128.622106,376.058465,1.988897,516.389852,
1642.884,21.938559,557.392714,-9.145862,1128.130339,361.864487,1.947224,510.602866,
1642.885,22.071452,556.473365,-9.134922,1127.835279,357.59809,1.969209,509.823059,
1642.886,23.444687,559.034408,-9.145862,1126.163271,365.392469,1.964287,511.34163,
1642.887,22.647325,557.95089,-9.145862,1129.507287,367.648737,1.953787,507.976149,
1642.888,21.938559,558.903072,-9.134922,1127.638572,350.090876,1.928848,514.871281,
1642.889,22.33724,557.392714,-9.145862,1124.392909,361.659371,1.940333,517.292786,
1642.89,21.805665,559.001574,-9.145862,1125.86821,371.299789,1.946896,507.1553,
1642.891,23.001708,557.228544,-9.134922,1125.671503,355.464892,1.939021,509.125338,
1642.892,22.868814,558.476232,-9.113042,1124.687969,376.468695,1.948537,510.561823,
1642.893,22.95741,555.16001,-9.145862,1124.786323,357.105814,1.942302,514.009389,
1642.894,22.204346,554.076492,-9.145862,1126.064917,372.694573,1.952802,508.468658,
1642.895,22.381538,557.491215,-9.145862,1123.311021,344.019468,1.972818,508.673871,
1642.896,23.046006,556.933039,-9.134922,1125.57315,358.254459,1.975444,509.535762,
1642.897,22.33724,556.374864,-9.113042,1128.031986,374.745726,1.985944,512.490818,
1642.898,22.735921,558.870238,-9.123982,1119.180177,372.735596,1.976428,514.994408,
1642.899,23.1789,559.395581,-9.156801,1120.262065,389.021758,1.976756,509.905144,
1642.9,21.805665,559.001574,-9.134922,1120.852186,359.608219,1.957396,511.834139,Testing
1642.901,21.938559,556.374864,-9.134922,1119.671945,408.548758,1.973475,512.285606,
1642.902,23.134602,556.309196,-9.123982,1115.934515,364.366893,1.954443,512.162479,
1642.903,21.982857,560.15076,-9.145862,1118.983471,396.077731,1.960021,510.684951,
1642.904,23.046006,556.604701,-9.145862,1118.09829,370.438305,1.948537,515.240663,
1642.905,23.444687,558.509066,-9.134922,1118.491704,399.113441,1.938693,511.957267,
1642.906,22.425835,554.700336,-9.123982,1112.787206,396.528985,1.948208,517.251744,
1642.907,22.292942,557.130043,-9.178681,1112.098732,368.428175,1.934427,510.84912,
1642.908,22.381538,555.258512,-9.145862,1113.377326,386.39628,1.959365,511.054333,
1642.909,23.311793,560.643268,-9.123982,1116.032868,351.485658,1.939677,508.427616,
1642.91,23.134602,557.622551,-9.134922,1116.918049,409.738429,1.984631,514.953366,
1642.911,23.400389,558.5419,-9.134922,1112.492145,377.043018,1.990538,515.486918,
1642.912,24.374942,559.920923,-9.134922,1113.672386,409.697406,2.010554,505.185263,
1642.913,23.046006,558.771737,-9.123982,1116.819695,402.600405,2.019413,514.091474,
1642.914,22.691623,556.440531,-9.123982,1122.819254,430.988419,2.03418,510.315569,
1642.915,23.533283,556.17786,-9.134922,1114.754274,406.251463,2.01482,512.613946,
1642.916,21.717069,558.37773,-9.145862,1118.590057,422.496625,2.04993,507.935107,
1642.917,24.153453,555.258512,-9.156801,1120.360419,452.156384,2.058461,511.17746,
1642.918,20.742516,556.998707,-9.123982,1120.163712,388.529481,2.049602,509.412635,
1642.919,22.780219,555.652518,-9.134922,1121.048892,424.793922,2.047961,507.688852,
1642.92,23.134602,557.031541,-9.134922,1124.196202,380.94021,2.017445,512.613946,
1642.921,21.406984,555.849522,-9.145862,1125.474797,399.154464,2.024007,511.300587,
1642.922,22.558729,558.37773,-9.123982,1127.540219,368.09999,2.008257,511.793097,
1642.923,21.406984,558.96874,-9.113042,1129.31058,369.043521,2.00596,516.759234,
1642.924,22.11575,556.900206,-9.134922,1126.950098,344.675837,1.982006,507.811979,
1642.925,22.780219,557.622551,-9.145862,1131.966123,340.573535,1.987256,507.976149,
1642.926,22.027155,559.264245,-9.134922,1135.703554,336.061005,1.987584,516.02047,
1642.927,23.400389,560.117926,-9.134922,1135.900261,320.718406,1.975772,513.51688,
1642.928,24.374942,556.145026,-9.123982,1139.834399,329.046072,1.97774,511.752054,
1642.929,23.754772,558.771737,-9.145862,1139.932752,341.804226,1.978397,513.434795,
1642.93,22.647325,557.753886,-9.145862,1143.965244,306.155253,1.9761,510.069314,
1642.931,23.090304,557.392714,-9.102102,1146.227374,364.079731,1.9761,508.755955,
1642.932,23.356091,556.506199,-9.113042,1144.161951,342.091387,1.973803,516.841319,
1642.933,21.628474,557.589717,-9.156801,1149.276331,390.211428,1.987584,514.132517,
1642.934,22.11575,556.900206,-9.123982,1150.849987,428.978284,2.006616,508.673871,
1642.935,21.982857,557.918056,-9.123982,1151.735168,393.82146,2.001694,515.52796,
1642.936,23.444687,556.834538,-9.134922,1151.440107,420.199329,1.998413,509.207422,
1642.937,22.735921,554.569,-9.156801,1152.423642,404.8977,1.969209,514.214602,
1642.938,22.33724,555.75102,-9.156801,1148.784564,383.688757,1.960021,508.263446,
1642.939,22.470133,558.213561,-9.134922,1150.554926,426.84508,1.968881,506.580706,
1642.94,21.628474,555.192844,-9.091162,1149.768098,367.853852,1.978725,513.311668,
1642.941,21.672771,552.172128,-9.123982,1148.784564,389.801197,1.981022,509.617847,
1642.942,22.735921,554.667502,-9.134922,1147.505969,360.633795,1.980366,513.270625,
1642.943,24.330645,556.243528,-9.145862,1148.39115,367.935898,1.992835,510.397653,
1642.944,21.49558,556.34203,-9.134922,1147.702676,339.753075,1.980694,514.214602,
1642.945,22.248644,553.354147,-9.145862,1146.424081,338.768523,1.977084,515.979427,
1642.946,22.868814,553.71532,-9.156801,1146.424081,323.877176,1.992506,510.438696,
1642.947,22.381538,556.112193,-9.156801,1144.161951,369.822959,2.001366,512.080394,
1642.948,23.267495,554.404831,-9.134922,1143.57183,334.830315,1.983975,509.084295,
1642.949,23.046006,557.35988,-9.123982,1140.71958,359.608219,1.99185,513.968347,
1642.95,23.001708,556.17786,-9.123982,1141.604761,352.757372,1.94788,513.845219,
1642.951,23.533283,555.783854,-9.145862,1139.145925,365.064284,1.977412,512.039351,
1642.952,22.691623,553.058642,-9.145862,1139.145925,378.191664,1.969865,511.5058,
1642.953,22.647325,556.407697,-9.113042,1137.86733,388.447435,1.972162,506.580706,
1642.954,22.868814,556.670368,-9.134922,1134.326606,419.050681,1.975444,517.785296,
1642.955,21.938559,556.210694,-9.145862,1132.261184,405.882255,1.960349,515.281705,
1642.956,24.109155,558.706069,-9.113042,1131.474356,423.809366,1.982334,506.170281,
1642.957,22.780219,554.766004,-9.123982,1129.507287,386.560373,1.976428,513.475837,
1642.958,22.248644,555.16001,-9.145862,1127.048451,407.687272,1.974787,512.654988,
1642.959,23.843368,554.569,-9.123982,1126.556684,419.994213,2.001694,512.942285,
1642.96,22.11575,558.082225,-9.123982,1126.261624,400.54925,1.995788,508.509701,
1642.961,22.913112,555.16001,-9.145862,1125.86821,413.307441,2.022039,508.058234,
1642.962,22.95741,553.780987,-9.123982,1125.27809,384.057964,2.023023,514.337729,
1642.963,23.267495,555.980857,-9.134922,1125.081383,396.446939,2.03582,506.744876,
1642.964,21.584176,553.71532,-9.156801,1128.917167,363.751547,2.015148,511.17746,
1642.965,22.95741,554.470499,-9.145862,1128.228693,375.771303,2.012851,506.703833,
1642.966,23.267495,554.864505,-9.134922,1125.179736,354.234201,2.020726,513.68105,
1642.967,22.11575,552.007958,-9.134922,1127.343512,355.095685,2.013835,514.953366,
1642.968,23.754772,555.488349,-9.123982,1128.622106,342.54264,2.000382,510.808078,
1642.969,22.735921,552.369131,-9.167741,1129.31058,368.387152,1.993819,511.01329,
1642.97,22.603027,555.718186,-9.178681,1130.687529,334.543154,1.950505,505.965069,
1642.971,21.894261,554.73317,-9.134922,1130.490822,371.504904,1.948537,513.968347,
1642.972,22.603027,556.013691,-9.123982,1129.507287,355.670008,1.959037,512.819158,
1642.973,23.356091,556.604701,-9.145862,1135.506847,385.206611,1.959037,512.367691,
1642.974,22.160048,556.539033,-9.113042,1136.785442,388.324365,1.940005,511.17746,
1642.975,23.533283,555.488349,-9.145862,1136.392028,357.351952,1.949193,511.669969,
1642.976,22.691623,555.75102,-9.123982,1137.86733,408.097504,1.982662,510.028271,
1642.977,22.071452,558.837405,-9.123982,1141.998175,369.535797,1.952146,515.035451,
1642.978,22.292942,556.637535,-9.134922,1144.555365,386.847534,1.980366,507.032173,
1642.979,23.046006,555.16001,-9.134922,1145.932313,430.044887,2.003991,515.610045,
1642.98,23.356091,556.210694,-9.145862,1147.997736,372.940711,2.020398,511.546842,
1642.981,22.071452,558.180727,-9.134922,1145.440546,432.998555,2.029257,505.63673,
1642.982,23.710474,553.846655,-9.134922,1154.292358,387.503904,2.021054,504.241287,
1642.983,23.57758,558.312062,-9.123982,1151.735168,403.379845,2.015148,510.890163,
1642.984,24.242049,556.736036,-9.145862,1151.735168,375.402095,2.032867,511.01329,
1642.985,21.628474,552.763137,-9.134922,1153.308823,374.581634,2.008257,512.367691,
1642.986,22.071452,553.780987,-9.156801,1155.866014,343.199008,2.001038,508.796998,
1642.987,21.539878,554.831671,-9.123982,1154.882479,370.069097,1.987913,510.438696,
1642.988,22.381538,553.748153,-9.134922,1153.013763,341.31195,1.966912,514.830238,
1642.989,22.95741,555.225678,-9.156801,1150.063159,339.13773,1.947552,508.468658,
1642.99,23.046006,558.016558,-9.222441,1162.652404,345.086067,1.954443,507.401555,
1642.991,23.311793,553.255645,-9.211501,1155.570953,364.818146,1.955099,514.953366,
1642.992,22.160048,556.637535,-9.211501,1154.194005,329.825509,1.949193,508.099276,
1642.993,22.514431,555.718186,-9.309961,1154.292358,370.889558,1.969865,511.464757,
1642.994,22.603027,557.35988,-9.255261,1150.94834,367.935898,1.962646,511.546842,
1642.995,22.248644,554.536166,-9.758498,1153.112117,355.670008,1.959037,514.132517,
1642.996,23.223197,554.076492,-9.813198,1152.620349,398.334002,1.984631,511.669969,
1642.997,24.064857,551.51545,-9.791318,1154.685772,346.398804,1.995788,514.460856,
1642.998,22.071452,552.927307,-9.813198,1150.554926,395.749546,2.01121,507.360512,
1642.999,22.204346,557.031541,-9.813198,1147.801029,394.518853,1.999397,512.449776,
1643.0,22.95741,554.897339,-9.813198,1146.522434,349.639622,1.990538,508.879083,Testing
1643.001,21.894261,555.357013,-9.802258,1144.555365,386.888557,1.998413,515.36379,
1643.002,23.57758,554.273495,-9.835078,1142.293235,346.685965,1.957724,511.587885,
1643.003,21.49558,555.619684,-9.802258,1140.227813,395.790569,1.962974,507.278427,
1643.004,23.134602,553.813821,-9.802258,1138.654158,341.927295,1.953459,508.83804,
1643.005,22.292942,557.35988,-9.813198,1137.965683,419.830121,1.948865,517.128616,
1643.006,23.134602,555.652518,-9.824138,1133.048011,383.975918,1.974787,506.375494,
1643.007,22.470133,557.524049,-9.791318,1135.998614,397.144332,1.955099,508.099276,
